Accession,Organism_Name,GenBank_RefSeq,Assembly,Nucleotide,Submitters,Release_Date,Isolate,Species,Length,Protein,Geo_Location,USA,Host,Tissue_Specimen_Source,Collection_Date
BDW73900,Human rotavirus A,GenBank,,LC752018,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/IW19-03/2019/G8P[8],Rotavirus A,200,phosphoprotein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73913,Human rotavirus A,GenBank,,LC752031,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/NS19-17/2019/G8P[8],Rotavirus A,200,phosphoprotein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73917,Human rotavirus A,GenBank,,LC752035,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/NS19-25/2019/G2P[4],Rotavirus A,200,phosphoprotein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73918,Human rotavirus A,GenBank,,LC752036,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/NS19-27/2019/G2P[4],Rotavirus A,200,phosphoprotein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73919,Human rotavirus A,GenBank,,LC752037,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/RU19-01/2019/G8P[8],Rotavirus A,200,phosphoprotein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73925,Human rotavirus A,GenBank,,LC752043,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/SU19-01/2019/G8P[8],Rotavirus A,200,phosphoprotein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73946,Human rotavirus A,GenBank,,LC752064,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/To19-01/2019/G8P[8],Rotavirus A,200,phosphoprotein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73948,Human rotavirus A,GenBank,,LC752066,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/To19-03/2019/G2P[4],Rotavirus A,200,phosphoprotein,Japan:Hokkaido,,Homo sapiens,feces,2019
BDW73950,Human rotavirus A,GenBank,,LC752068,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/TYMC19-04/2019/G3P[8](DS-1),Rotavirus A,200,phosphoprotein,Japan:Chiba,,Homo sapiens,feces,2019
BDW73954,Human rotavirus A,GenBank,,LC752072,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/TYMC19-10/2019/G8P[8],Rotavirus A,200,phosphoprotein,Japan:Chiba,,Homo sapiens,feces,2019
BDW73955,Human rotavirus A,GenBank,,LC752073,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/TYMC19-13/2019/G8P[8],Rotavirus A,200,phosphoprotein,Japan:Chiba,,Homo sapiens,feces,2019
BDW73956,Human rotavirus A,GenBank,,LC752074,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/TYMC19-14/2019/G8P[8],Rotavirus A,200,phosphoprotein,Japan:Chiba,,Homo sapiens,feces,2019
BDW73958,Human rotavirus A,GenBank,,LC752076,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/TYMC19-16/2019/G8P[8],Rotavirus A,200,phosphoprotein,Japan:Chiba,,Homo sapiens,feces,2019
BDW73961,Human rotavirus A,GenBank,,LC752079,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/TYMC19-19/2019/G8P[8],Rotavirus A,200,phosphoprotein,Japan:Chiba,,Homo sapiens,feces,2019
BDW73962,Human rotavirus A,GenBank,,LC752080,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/TYMC19-20/2019/G8P[8],Rotavirus A,200,phosphoprotein,Japan:Chiba,,Homo sapiens,feces,2019
BDW73963,Human rotavirus A,GenBank,,LC752081,"Fujii,Y., Tsugawa,T., Fukuda,Y., Adachi,S., Honjo,S., Akane,Y., Kondo,K., Sakai,Y., Tanaka,T., Sato,T., Higasidate,Y., Kubo,N., Mori,T., Kato,S., Hamada,R., Kikuchi,M., Tahara,Y., Nagai,K., Ohara,T., Yoshida,M., Nakata,S., Noguchi,A., Hamada,H., Tokutake-Hirose,S., Muramatsu,M.",2024-05-03,RVA/Human-wt/JPN/TYMC19-22/2019/G8P[8],Rotavirus A,200,phosphoprotein,Japan:Chiba,,Homo sapiens,feces,2019
WYC28223,Rotavirus C,GenBank,,PP513152,"Huang,S.",2024-04-02,QL2034,Rotavirus C,200,outer capsid glycoprotein VP7,China: Qionglai,,Sus scrofa,feces,2022-03-06
BET99140,Human rotavirus A,GenBank,,LC784619,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN18-1198,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2018
BET99151,Human rotavirus A,GenBank,,LC784630,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-0064,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99193,Human rotavirus A,GenBank,,LC784672,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-0240,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99203,Human rotavirus A,GenBank,,LC784682,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-0254,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99214,Human rotavirus A,GenBank,,LC784693,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-0264,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99236,Human rotavirus A,GenBank,,LC784715,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-0608,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99257,Human rotavirus A,GenBank,,LC784736,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-0759,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99268,Human rotavirus A,GenBank,,LC784747,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-0765,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99279,Human rotavirus A,GenBank,,LC784758,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-0909,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99301,Human rotavirus A,GenBank,,LC784780,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-1500,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99312,Human rotavirus A,GenBank,,LC784791,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-1546,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99323,Human rotavirus A,GenBank,,LC784802,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-1587,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99334,Human rotavirus A,GenBank,,LC784813,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-1614,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99345,Human rotavirus A,GenBank,,LC784824,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-1628,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99356,Human rotavirus A,GenBank,,LC784835,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN19-1638,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2019
BET99388,Human rotavirus A,GenBank,,LC784867,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN20-0166,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2020
BET99399,Human rotavirus A,GenBank,,LC784878,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN20-0170,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2020
BET99410,Human rotavirus A,GenBank,,LC784889,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN20-0188,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2020
BET99421,Human rotavirus A,GenBank,,LC784900,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN20-0212,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2020
BET99432,Human rotavirus A,GenBank,,LC784911,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN20-0309,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2020
BET99454,Human rotavirus A,GenBank,,LC784933,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN20-0690,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2020
BET99465,Human rotavirus A,GenBank,,LC784944,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN20-0724,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2020
BET99476,Human rotavirus A,GenBank,,LC784955,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN20-1035,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2020
BET99487,Human rotavirus A,GenBank,,LC784966,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN20-1143,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2020
BET99498,Human rotavirus A,GenBank,,LC784977,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN20-1332,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2020
BET99509,Human rotavirus A,GenBank,,LC784988,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN20-1346,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2020
BET99520,Human rotavirus A,GenBank,,LC784999,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN20-1423,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2020
BET99531,Human rotavirus A,GenBank,,LC785010,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN21-0007,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2021
BET99542,Human rotavirus A,GenBank,,LC785021,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN21-0020,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2021
BET99553,Human rotavirus A,GenBank,,LC785032,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN21-0172,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2021
BET99564,Human rotavirus A,GenBank,,LC785043,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN21-0195,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2021
BET99575,Human rotavirus A,GenBank,,LC785054,"Hoa-Tran,T.N., Nakagomi,T., Hung,M.V., Trang,T.T.N., Anh,T.H.D., Anh,N.T., Thomas,S., Varja,G., Kataoka,C., Anh,H.Q.P., Kaneko,M., Takemura,T., Hasebe,F., Kodama,T., Huyen,D.T.T., Hong,D.T., Anh,D.D., Nakagomi,O., Vu,M.H., Dao,T.H.A.",2024-03-13,RVN21-0351,Rotavirus A,200,NSP5 protein,Viet Nam,,,,2021
WDU50326,Rotavirus A,GenBank,,ON737033,"Gautam,R., Esona,M.D., Jaimes,J., Katz,E., Ward,L.M., Mijatovic-Rustempasic,S., Betrapally,N., Rungsrisuriyachai,K., Roy,S., Ramos,E., Perkins,C., Rey,G., Bowen,M.D.",2024-03-04,30001303300,Rotavirus A,200,non-structural protein 5,Paraguay,,Homo sapiens,feces,2018
WDU50338,Rotavirus A,GenBank,,ON737044,"Gautam,R., Esona,M.D., Jaimes,J., Katz,E., Ward,L.M., Mijatovic-Rustempasic,S., Betrapally,N., Rungsrisuriyachai,K., Roy,S., Ramos,E., Perkins,C., Rey,G., Bowen,M.D.",2024-03-04,30001303301,Rotavirus A,200,non-structural protein 5,Paraguay,,Homo sapiens,feces,2018
WDU50770,Human rotavirus A,GenBank,,ON737440,"Gautam,R., Esona,M.D., Jaimes,J., Katz,E., Ward,L.M., Mijatovic-Rustempasic,S., Perkins,C., Betrapally,N., Rungsrisuriyachai,K., Roy,S., Ramos,E., Bree,B., Dunn,A., Cindy,B., Michael,B.D.",2024-03-04,3001394545,Rotavirus A,200,non-structural protein 5,USA,,Homo sapiens,feces,2018
WDU50782,Human rotavirus A,GenBank,,ON737451,"Gautam,R., Esona,M.D., Jaimes,J., Katz,E., Ward,L.M., Mijatovic-Rustempasic,S., Perkins,C., Betrapally,N., Rungsrisuriyachai,K., Roy,S., Ramos,E., Bree,B., Dunn,A., Cindy,B., Michael,B.D.",2024-03-04,3001394623,Rotavirus A,200,non-structural protein 5,USA,,Homo sapiens,feces,2018
WDU50818,Human rotavirus A,GenBank,,ON737484,"Gautam,R., Esona,M.D., Jaimes,J., Katz,E., Ward,L.M., Mijatovic-Rustempasic,S., Perkins,C., Betrapally,N., Rungsrisuriyachai,K., Roy,S., Ramos,E., Bree,B., Dunn,A., Cindy,B., Michael,B.D.",2024-03-04,3001394626,Rotavirus A,200,non-structural protein 5,USA,,Homo sapiens,feces,2018
